NSE,E,11618,EQUITY,0,ASTRAMICRO-EQ,null,Astra Microwave Products
NSE,E,1162,EQUITY,0,GTL-EQ,null,GTL Global Telesystems Limited
NSE,E,11625,EQUITY,0,EBANK-EQ,null,Edelweiss Banking ETF
NSE,E,11626,EQUITY,0,WELENT-EQ,null,Welspun Enterprises
NSE,E,11627,EQUITY,0,NARMADA-EQ,null,Narmada Agrobase
NSE,E,11630,EQUITY,0,NTPC-EQ,null,NTPC
NSE,E,11634,EQUITY,0,SALSTEEL-EQ,null,S A L Steel
NSE,E,1164,EQUITY,0,NEWGEN-EQ,null,Newgen Software Technologies
NSE,E,11640,EQUITY,0,BOHRAIND-EQ,null,BOHRA INDUSTRIES LIMITED
NSE,E,11647,EQUITY,0,KOTARISUG-EQ,null,Kothari Sugars & Chemicals
NSE,E,11654,EQUITY,0,LALPATHLAB-EQ,null,Dr Lal PathLabs
NSE,E,11655,EQUITY,0,JBMA-EQ,null,Jbm Auto
NSE,E,11662,EQUITY,0,BCP-EQ,null,B C Power Controls
NSE,E,11667,EQUITY,0,DWARKESH-EQ,null,Dwarikesh Sugar Industries
NSE,E,11677,EQUITY,0,INDOCO-EQ,null,Indoco Remedies
NSE,E,1168,EQUITY,0,GMBREW-EQ,null,GM Breweries
NSE,E,11689,EQUITY,0,SUPRAJIT-EQ,null,Suprajit Engineering
NSE,E,11699,EQUITY,0,PATELENG-EQ,null,Patel Engineering
NSE,E,11703,EQUITY,0,ALKEM-EQ,null,Alkem Laboratories
NSE,E,11705,EQUITY,0,XCHANGING-EQ,null,Xchanging Solutions
NSE,E,11723,EQUITY,0,JSWSTEEL-EQ,null,JSW Steel
NSE,E,11731,EQUITY,0,CONSOFINVT-EQ,null,Consolidated Finvest & Holdings
NSE,E,11739,EQUITY,0,SHRIRAMCIT-EQ,null,Shriram City Union Finance
NSE,E,1174,EQUITY,0,GNFC-EQ,null,GNFC
NSE,E,11743,EQUITY,0,JINDALPHOT-EQ,null,Jindal Photo
NSE,E,11763,EQUITY,0,JPPOWER-EQ,null,Jaiprakash Power Ventures
NSE,E,11773,EQUITY,0,VISHAL-EQ,null,Vishal Fabrics
NSE,E,11778,EQUITY,0,GOKEX-EQ,null,Gokaldas Exports
NSE,E,11779,EQUITY,0,ACEINTEG-EQ,null,ACE Integrated Solutions
NSE,E,11782,EQUITY,0,EVEREADY-EQ,null,Eveready Industries India
NSE,E,11787,EQUITY,0,GOYALALUM-EQ,null,GOYAL ALUMINIUMS LIMITED
NSE,E,11794,EQUITY,0,SAKSOFT-EQ,null,SAKSOFT LIMITED
NSE,E,11796,EQUITY,0,HPIL-EQ,null,Hindprakash Industries
NSE,E,11798,EQUITY,0,ALLSEC-EQ,null,Allsec Technologies
NSE,E,11804,EQUITY,0,SUKHJITS-EQ,null,SUKHJIT STARCH & CHEM LTD
NSE,E,11809,EQUITY,0,IIFL-EQ,null,India Infoline / IIFL Finance
NSE,E,1181,EQUITY,0,GODFRYPHLP-EQ,null,Godfrey Phillips India
NSE,E,11813,EQUITY,0,SHOPERSTOP-EQ,null,Shoppers Stop
NSE,E,11817,EQUITY,0,MANGALAM-EQ,null,Mangalam Drugs and Organics
NSE,E,11821,EQUITY,0,WELCORP-EQ,null,Welspun Corp
NSE,E,11829,EQUITY,0,SSWL-EQ,null,STEEL STRIPS WHEELS LTD.
NSE,E,11840,EQUITY,0,NH-EQ,null,Narayana Hrudayalaya
NSE,E,11841,EQUITY,0,KENNAMET-EQ,null,Kennametal India
NSE,E,11842,EQUITY,0,CYBERMEDIA-EQ,null,Cyber Media India
NSE,E,1185,EQUITY,0,AMBER-EQ,null,Amber Enterprises India
NSE,E,11852,EQUITY,0,SURYALAXMI-EQ,null,Suryalakshmi Cotton Mills
NSE,E,11856,EQUITY,0,SHAHALLOYS-EQ,null,Shah Alloys
